run_id,time,node_id,x,y,neighbor_count,avg_rssi,tx_packets,rx_packets,lost_packets,delay_sum
9,1.0,27.0,378.522,480.097,2.0,-25.756,0,0,0,0.0
9,1.0,28.0,89.85,239.688,5.0,-31.832,0,0,0,0.0
9,1.0,29.0,129.837,326.022,3.0,-40.762,0,0,0,0.0
9,2.0,0.0,88.494,13.657,1.0,-12.232,0,0,0,0.0
9,2.0,1.0,465.848,410.951,4.0,-39.972,0,0,0,0.0
9,2.0,2.0,30.698,165.037,3.0,-41.034,0,0,0,0.0
9,2.0,3.0,473.751,362.79,2.0,-34.81,0,0,0,0.0
9,2.0,4.0,265.807,349.348,0.0,-1000.0,0,0,0,0.0
9,2.0,5.0,152.675,276.346,4.0,-38.533,0,0,0,0.0
9,2.0,6.0,361.862,217.857,2.0,-30.843,0,0,0,0.0
9,2.0,7.0,334.224,27.0,5.0,-35.971,0,0,0,0.0
9,2.0,8.0,111.421,227.517,5.0,-34.516,0,0,0,0.0
9,2.0,9.0,359.149,232.574,2.0,-29.704,0,0,0,0.0
9,2.0,10.0,474.327,312.802,2.0,-39.386,0,0,0,0.0
9,2.0,11.0,134.555,388.994,2.0,-41.041,0,0,0,0.0
9,2.0,12.0,438.258,488.577,4.0,-38.132,0,0,0,0.0
9,2.0,13.0,91.89,5.614,1.0,-12.232,0,0,0,0.0
9,2.0,14.0,362.353,34.433,4.0,-36.504,0,0,0,0.0
9,2.0,15.0,85.601,196.113,5.0,-36.001,0,0,0,0.0
9,2.0,16.0,322.631,60.972,5.0,-33.576,0,0,0,0.0
9,2.0,17.0,325.284,98.318,5.0,-37.105,0,0,0,0.0
9,2.0,18.0,371.272,306.034,2.0,-41.296,0,0,0,0.0
9,2.0,19.0,149.255,479.443,1.0,-42.862,0,0,0,0.0
9,2.0,20.0,269.417,64.008,6.0,-36.886,0,0,0,0.0
9,2.0,21.0,490.614,479.936,2.0,-37.848,0,0,0,0.0
9,2.0,22.0,383.041,472.07,2.0,-26.584,0,0,0,0.0
9,2.0,23.0,154.504,126.1,2.0,-42.495,0,0,0,0.0
9,2.0,24.0,273.393,81.914,5.0,-35.543,0,0,0,0.0
9,2.0,25.0,189.179,53.121,3.0,-41.651,0,0,0,0.0
9,2.0,26.0,82.744,240.248,6.0,-31.992,0,0,0,0.0
9,2.0,27.0,373.43,479.212,2.0,-27.417,0,0,0,0.0
